url,domain,title,issue_labels,missing_brand,missing_price,missing_currency,missing_availability,missing_image_url,no_variants,variant_count,variant_rows_missing_availability,variant_rows_missing_sku,variant_rows_missing_price,variant_rows_missing_currency,optionless_variant_rows,duplicate_image_identities,malformed_image_urls,manual_evidence_notes
https://www.zara.com/us/en/rustic-cotton-t-shirt-p04424306.html,www.zara.com,RUSTIC COTTON T-SHIRT,variant_missing_availability,False,False,False,False,False,False,1,1,0,0,0,0,0,0,
https://www.adidas.com/us/stan-smith-shoes/M20324.html,www.adidas.com,Stan Smith Shoes,,False,False,False,False,False,False,56,0,0,0,0,0,0,0,
https://ar.puma.com/pd/zapatillas-mostro-ecstasy-unisex/397328.html,ar.puma.com,Zapatillas Mostro Ecstasy unisex,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.fashionnova.com/products/just-vibes-strapless-pant-set-fncolorname-yellow,www.fashionnova.com,Just Vibes Strapless Pant Set - Yellow,,False,False,False,False,False,False,8,0,0,0,0,0,0,0,
https://www.gymshark.com/products/gymshark-arrival-5-shorts-black-ss22,www.gymshark.com,"Arrival 5"" Shorts",missing_availability,False,False,False,True,False,False,1,0,0,0,0,0,0,0,
https://www.ulta.com/p/shape-tape-concealer-xlsImpprod14251035,www.ulta.com,Tarte Shape Tape Concealer,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.zappos.com/p/womens-hoka-bondi-9-alabaster-birch/product/9984296/color/1108576,www.zappos.com,Women's HOKA Bondi 9,missing_availability|no_variants,False,False,False,True,False,True,0,0,0,0,0,0,0,0,
https://www.asos.com/us/asos-curve/asos-design-curve-lightweight-pull-on-barrel-pants-in-darkwash/prd/210397084,www.asos.com,ASOS DESIGN Curve lightweight pull on barrel pants in darkwash,,False,False,False,False,False,False,6,0,0,0,0,0,0,0,
https://zadig-et-voltaire.com/eu/uk/p/JMTS01771443/t-shirt-teddyx-blue-sixtine,zadig-et-voltaire.com,Teddyx T-shirt,,False,False,False,False,False,False,5,0,0,0,0,0,0,0,
https://www.karenmillen.com/eu/product/karen-millen-cotton-utility-button-detail-barrel-leg-trouser_bkk28382,www.karenmillen.com,Cotton Utility Button Detail Barrel Leg Trouser,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.phase-eight.com/product/lucinda-spot-midi-dress-10015500806.html,www.phase-eight.com,Lucinda Spot Midi Dress,missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
https://www.toddsnyder.com/products/italian-seersucker-sutton-suit-2,www.toddsnyder.com,Italian Seersucker Sutton Suit,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.glossier.com/en-in/products/balm-dotcom,www.glossier.com,Balm Dotcom,malformed_image_query,False,False,False,False,False,False,17,0,0,0,0,0,0,2,
https://www.apple.com/shop/buy-iphone/iphone-16,www.apple.com,iPhone 16 Plus,missing_availability|no_variants,False,False,False,True,False,True,0,0,0,0,0,0,0,0,
https://www.brooklinen.com/products/plush-bath-towels,www.brooklinen.com,Plush Turkish Cotton Bath Towels Set of 2,duplicate_image_identity,False,False,False,False,False,False,11,0,0,0,0,0,1,0,
https://www.selfridges.com/GB/en/product/creed-aventus-eau-de-parfum_365-83022651-AVENTUS/,www.selfridges.com,Aventus Eau de Parfum,variant_missing_sku|duplicate_image_identity,False,False,False,False,False,False,2,0,2,0,0,0,1,0,
https://www.ssense.com/en-us/en-us/men/product/willy-chavarria/brown-ruff-rider-leather-jacket/19072301,www.ssense.com,Brown Ruff Rider Leather Jacket,,False,False,False,False,False,False,4,0,0,0,0,0,0,0,
https://www.farfetch.com/in/shopping/men/philipp-plein-leather-disco-biker-jacket-item-18497263.aspx,www.farfetch.com,leather disco biker jacket,missing_price|missing_currency|variant_missing_offer,False,True,True,False,False,False,4,0,0,4,4,0,0,0,
https://www.luisaviaroma.com/en-in/p/barrow/kids-boys/83I-UKD027?ColorId=MDgw0&lvrid=_p_dBRW_gkb,www.luisaviaroma.com,Barrow Nylon tank top,,False,False,False,False,False,False,3,0,0,0,0,0,0,0,
https://www.gucci.com/int/en/pr/men/accessories-for-men/scarves-for-men/scarves-for-men/gg-wool-silk-jacquard-stole-p-8705434GAK31360,www.gucci.com,GG wool silk jacquard stole,missing_price|missing_currency|missing_availability|variant_missing_availability|variant_missing_offer,False,True,True,True,False,False,1,1,0,1,1,0,0,0,
https://www.mrporter.com/en-us/mens/product/cartier-eyewear/accessories/aviator/pasha-aviator-style-silver-tone-sunglasses/46376663163032937,www.mrporter.com,Pasha Aviator-Style Silver-Tone Sunglasses - silver - One Size,missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
https://www.net-a-porter.com/en-us/shop/product/eleuteri/jewelry-and-watches/vintage-bracelets/plus-bulgari-vintage-1980s-doppio-cuore-18-karat-gold-coral-and-diamond-bracelet/46376663163120086,www.net-a-porter.com,"Bulgari Vintage 1980s Doppio Cuore 18-karat gold, coral and diamond bracelet - gold - One Size",missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
https://www.rockler.com/rockler-table-saw-crosscut-sled,www.rockler.com,Rockler Table Saw Crosscut Sled,no_variants|duplicate_image_identity,False,False,False,False,False,True,0,0,0,0,0,0,2,0,
https://www.onepeloton.com/shop/tread,www.onepeloton.com,Cross Training Tread Ultimate Package,missing_availability|no_variants|brand_role_or_normalization,False,False,False,True,False,True,0,0,0,0,0,0,0,0,"Brand resolves to host-like ""Onepeloton"" instead of canonical brand."
https://www.ifixit.com/products/iphone-16-plus-battery,www.ifixit.com,iPhone 16 Plus Battery,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.firstcry.com/babyhug/babyhug-denim-woven-sleeveless-top-and-pant-set-with-floral-print-blue/22346676/product-detail,www.firstcry.com,Babyhug Denim Woven Sleeveless Top & Pant Set With Floral Print - Blue,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.jdsports.co.uk/product/pink-adidas-originals-classic-shorts/19741988/,www.jdsports.co.uk,adidas Originals Classic Shorts,,False,False,False,False,False,False,2,0,0,0,0,0,0,0,
https://www.kitchenaid.com/countertop-appliances/food-processors/processors/p.13-cup-food-processor.KFP1318CU.html,www.kitchenaid.com,13-Cup Food Processor,no_variants|duplicate_image_identity,False,False,False,False,False,True,0,0,0,0,0,0,1,0,
https://intl.fender.com/products/american-vintage-ii-1972-telecaster-thinline,intl.fender.com,American Vintage II 1972 Telecaster® Thinline,,False,False,False,False,False,False,4,0,0,0,0,0,0,0,
https://www.decathlon.co.uk/p/pressurised-padel-balls-pb-speed-tri-pack/347273/m8804642,www.decathlon.co.uk,Pressurised Padel Balls PB Speed Tri-Pack,missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
https://www.nintendo.com/us/store/products/pragmata-switch-2/,www.nintendo.com,PRAGMATA for Nintendo Switch 2,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.usa.canon.com/shop/p/eos-r5,www.usa.canon.com,EOS R5 Body,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.lego.com/en-us/product/millennium-falcon-75192,www.lego.com,Millennium Falcon™,optionless_variant,False,False,False,False,False,False,1,0,0,0,0,1,0,0,
https://www.williams-sonoma.com/products/breville-the-bambino-plus/,www.williams-sonoma.com,Breville Bambino® Plus Espresso Machine,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.sony.co.in/interchangeable-lens-cameras/products/ilce-9m3,www.sony.co.in,ILCE-9M3 IN5,missing_brand|missing_availability|variant_missing_availability|optionless_variant|duplicate_image_identity|brand_role_or_normalization|title_normalization,True,False,False,True,False,False,1,1,0,0,0,1,1,0,"Brand is missing. Title is model/code-only (""ILCE-9M3 IN5"")."
https://www.roamluggage.com/products/large-check-in,www.roamluggage.com,Large Check-In,,False,False,False,False,False,False,5,0,0,0,0,0,0,0,
https://fellowproducts.com/products/stagg-ekg-electric-pour-over-kettle,fellowproducts.com,Stagg EKG Electric Kettle,,False,False,False,False,False,False,12,0,0,0,0,0,0,0,
https://www.therevolverclub.com/products/technics-sl-1200mk7,www.therevolverclub.com,Technics SL-1200MK7 [Phono Pre-Amp Needed] (Quick Ship),missing_price|missing_currency|variant_missing_sku|variant_missing_offer,False,True,True,False,False,False,2,0,1,2,2,0,0,0,
https://www.aesop.com/home-fragrance/candles/aganice-aromatique-candle/HM03.html,www.aesop.com,Aganice Aromatique Candle,optionless_variant,False,False,False,False,False,False,1,0,0,0,0,1,0,0,
https://www.amazon.com/Sparkling-Prebiotic-Beverage-Vinegar-Seltzer/dp/B0F5Y3X8PP/?th=1,www.amazon.com,Sparkling Prebiotic Beverage Vinegar Seltzer,missing_price|missing_currency|missing_availability|missing_image_url|no_variants|brand_role_or_normalization,False,True,True,True,True,True,0,0,0,0,0,0,0,0,"Brand ""Sparkling"" appears inferred from title rather than a manufacturer."
https://www.bluenile.com/engagement-rings/design-your-own-ring/classic-four-prong-solitaire-engagement-ring-in-platinum-item-194156,www.bluenile.com,Classic Four Prong Solitaire Engagement Ring in Platinum,,False,False,False,False,False,False,1,0,0,0,0,0,0,0,
https://www.bhphotovideo.com/c/product/1882297-REG/cozyla_cd_8v543f0_white_us_32_4k_calendar_gen2_white.html,www.bhphotovideo.com,"Cozyla 32"" 4K Calendar+ 2 (White)",no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://amsterdamvintagewatches.com/shop/rolex-day-date-18038-champagne-5/,amsterdamvintagewatches.com,Rolex Day-Date 18038,missing_price|missing_currency|missing_availability|no_variants|brand_role_or_normalization,False,True,True,True,False,True,0,0,0,0,0,0,0,0,Brand resolves to retailer/site name instead of Rolex.
https://www.bluenile.com/engagement-rings/design-your-own-ring/riviera-pave-diamond-engagement-ring-in-14k-white-gold-1-6-ct-tw-item-195326,www.bluenile.com,Riviera Pavé Diamond Engagement Ring in 14k White Gold (1/6 ct. tw.),,False,False,False,False,False,False,1,0,0,0,0,0,0,0,
https://arcteryx.com/ca/en/shop/mens/norvan-ld-4-gtx-shoe-0397,arcteryx.com,Norvan LD 4 GTX Shoe Men's,missing_availability,False,False,False,True,False,False,65,0,0,0,0,0,0,0,
https://www.brilliantearth.com/Secret-Halo-1.5mm-Diamond-Ring-14K-Gold-BE1D13065-76823478/,www.brilliantearth.com,Secret Halo 1.5mm Diamond Ring in 14K Yellow Gold,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www2.hm.com/en_us/productpage.1344928003.html,www2.hm.com,Relaxed-Fit Printed T-Shirt,missing_availability|variant_missing_availability,False,False,False,True,False,False,6,6,0,0,0,0,0,0,
https://www.uniqlo.com/us/en/products/E455957-000/00,www.uniqlo.com,Premium Linen Shirt,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.underarmour.com/en-us/p/ua_charged_assert_10_mens_running_shoes/3026175.html,www.underarmour.com,UA Charged Assert 10,duplicate_image_identity,False,False,False,False,False,False,69,0,0,0,0,0,2,0,
https://us.puma.com/us/en/pd/suede-xl-sneakers/395205,us.puma.com,Suede XL Sneakers,variant_missing_sku,False,False,False,False,False,False,8,0,8,0,0,0,0,0,
https://www.thenorthface.com/en-us/p/womens/womens-bottoms/womens-pants-224272/womens-basin-convertible-pants-NF0A8FBT,www.thenorthface.com,Women’s Basin Convertible Pants,no_variants|brand_role_or_normalization,False,False,False,False,False,True,0,0,0,0,0,0,0,0,"Brand spacing/casing is not normalized (""Thenorthface"")."
https://www.levi.com/US/en_US/clothing/men/shorts/carrier-cargo-lightweight-9-mens-shorts/p/001KG0053,www.levi.com,"Carrier Cargo Lightweight 9"" Men's Shorts",,False,False,False,False,False,False,1,0,0,0,0,0,0,0,
https://www.gap.com/browse/product.do?pid=887835012&vid=1&pcid=80799&cid=80799&nav=meganav%3AMen%3ACategories%3APants#pdp-page-content,www.gap.com,Linen-Cotton Relaxed Taper Easy Pants,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.skechers.com/skechers-viper-court-pro-2.0---pickleball/246109_WBLP.html,www.skechers.com,Skechers Viper Court Pro 2.0 - Pickleball,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.calvinklein.us/en/men/accessories/bags/structured-commuter-bag/198629014314.html,www.calvinklein.us,Structured Commuter Bag,no_variants|brand_role_or_normalization,False,False,False,False,False,True,0,0,0,0,0,0,0,0,"Brand spacing/casing is not normalized (""Calvinklein"")."
https://www.ralphlauren.global/in/en/the-iconic-cotton-chino-ball-cap-650310.html?cgid=women-scarves-hats-gloves&dwvar650310_colorname=Heritage Royal,www.ralphlauren.global,The Iconic Cotton Chino Ball Cap,missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
https://www.columbia.com/p/womens-chill-river-midi-dress-1933601.html,www.columbia.com,Women's Chill River Midi Dress,,False,False,False,False,False,False,54,0,0,0,0,0,0,0,
https://www.vans.com/en-us/p/shoes/icons/old-skool-5205/lx-old-skool-36-VN000D9RH91,www.vans.com,Premium Old Skool 36 Shoe,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://usa.tommy.com/en/women/shoes-accessories/shoes/script-monogram-espadrille-sandal/TZ001658-420.html?journey=women-shoesandacc-shoes-sandalsandslides,usa.tommy.com,Script Monogram Espadrille Sandal,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.sephora.com/product/eadem-le-chouchou-exfoliating-softening-peptide-lip-balm-P511921,www.sephora.com,Le Chouchou Exfoliating + Softening Peptide Lip Balm,missing_price|missing_currency|missing_availability|variant_missing_availability|variant_missing_offer,False,True,True,True,False,False,12,4,0,4,4,0,0,0,
https://www.maccosmetics.com/product/13840/363/products/makeup/eyes/eyeshadow/eye-shadow,www.maccosmetics.com,Eye Shadow,missing_image_url,False,False,False,False,True,False,79,0,0,0,0,0,0,0,
https://www.balmainbeauty.com/product/39323/130117/fragrance/carbone-eau-de-parfum,www.balmainbeauty.com,Carbone Eau de Parfum,,False,False,False,False,False,False,3,0,0,0,0,0,0,0,
https://www.clinique.com/product/1687/126187/skincare/moisturizers/clinique-smart-clinical-repairtm-overnight-recovery-cream-mask,www.clinique.com,Clinique Smart Clinical Repair™ Overnight Recovery Cream + Mask,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.ae.com/us/en/p/women/tops/tank-tops-tube-tops/ae-daily-fave-tank-top/0366_6514_115,www.ae.com,AE Daily Fave Tank Top,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.jcrew.com/m/ME988?display=standard&fit=Classic&colorCode=BR8825&colorProductCode=CI939,www.jcrew.com,Soleil pant in crosshatched linen,missing_availability|no_variants|duplicate_image_identity|brand_role_or_normalization,False,False,False,True,False,True,0,0,0,0,0,0,1,0,"Brand casing is not normalized (""jcrew"")."
https://www.petco.com/product/blue-female-crowntail-betta,www.petco.com,Female Blue Crowntail Betta,no_variants,False,False,False,False,False,True,0,0,0,0,0,0,0,0,
https://www.chewy.com/wellness-core-rawrev-grain-free-wild/dp/141791,www.chewy.com,"Wellness CORE+ with Freeze-Dried Pieces Adult Grain-Free High-Protein Natural Wild Game Dry Dog Food, 18-lb bag",missing_price|missing_currency|missing_availability|no_variants,False,True,True,True,False,True,0,0,0,0,0,0,0,0,
